timestamp,pid,comm,cpu_ms,syscalls,page_faults
1785517916.305851,112,kworker/u33:0-i915_flip,1.02,0,0
1785517916.305851,82,kworker/2:1-i915-unordered,2.65,0,0
1785517916.305851,11561,python3,4.38,55,0
1785517916.305851,5674,gnome-shell,44.3,3123,32
1785517916.305851,8507,gnome-terminal-,19.82,976,170
1785517916.305851,5463,Xorg,32.76,2704,40
1785517916.305851,15,rcu_preempt,2.32,0,0
1785517916.305851,10149,Isolated Web Co,18.28,1644,0
1785517916.305851,9103,firefox,196.19,11463,527
1785517916.305851,11590,java,63.33,852,1
1785517916.305851,6075,ibus-engine-sim,1.11,106,0
1785517916.305851,11181,Isolated Web Co,315.79,8738,1862
1785517916.305851,103,kworker/u32:3-events_unbound,2.67,0,0
1785517916.305851,5773,ibus-daemon,7.81,587,0
1785517916.305851,5962,ibus-extension-,3.52,331,0
1785517916.305851,11562,htop,51.71,28195,0
1785517916.305851,9322,Privileged Cont,9.77,144,0
1785517916.305851,11138,Isolated Servic,6.95,205,4
1785517916.305851,9579,WebExtensions,5.26,168,0
1785517917.3072383,5287,pipewire,6.79,658,0
1785517917.3072383,4715,grafana,10.26,770,0
1785517917.3072383,9767,Utility Process,16.42,800,0
1785517917.3072383,9342,RDD Process,28.89,860,0
1785517917.3072383,5293,pipewire-pulse,10.57,1418,0
1785517917.3072383,82,kworker/2:1-i915-unordered,3.48,0,0
1785517917.3072383,11561,python3,1.31,53,0
1785517917.3072383,5674,gnome-shell,3.91,354,0
1785517917.3072383,8507,gnome-terminal-,3.4,75,3
1785517917.3072383,5463,Xorg,18.61,1164,0
1785517917.3072383,15,rcu_preempt,2.23,0,0
1785517917.3072383,10149,Isolated Web Co,18.25,1597,0
1785517917.3072383,9103,firefox,191.58,11371,0
1785517917.3072383,11590,java,342.27,2186,714
1785517917.3072383,11181,Isolated Web Co,95.73,4512,62
1785517917.3072383,103,kworker/u32:3-events_unbound,1.04,0,0
1785517917.3072383,6207,gjs,1.58,78,7
1785517917.3072383,9322,Privileged Cont,18.34,479,0
1785517918.3102903,5287,pipewire,7.9,658,0
1785517918.3102903,4715,grafana,5.75,442,0
1785517918.3102903,9767,Utility Process,17.07,802,0
1785517918.3102903,9342,RDD Process,41.98,916,0
1785517918.3102903,5293,pipewire-pulse,12.12,1410,0
1785517918.3102903,82,kworker/2:1-i915-unordered,4.0,0,0
1785517918.3102903,11561,python3,2.91,41,0
1785517918.3102903,5674,gnome-shell,5.58,442,4
1785517918.3102903,8507,gnome-terminal-,4.85,106,0
1785517918.3102903,5463,Xorg,21.2,1064,0
1785517918.3102903,15,rcu_preempt,2.6,0,0
1785517918.3102903,10149,Isolated Web Co,21.93,1680,0
1785517918.3102903,9103,firefox,238.94,12745,6
1785517918.3102903,11590,java,50.96,874,1
1785517918.3102903,11181,Isolated Web Co,112.45,4740,248
1785517918.3102903,103,kworker/u32:3-events_unbound,1.02,0,0
1785517918.3102903,11562,htop,49.51,28543,0
1785517918.3102903,9322,Privileged Cont,31.8,487,35
1785517918.3102903,9579,WebExtensions,4.98,165,0
1785517919.313055,5287,pipewire,7.79,658,0
1785517919.313055,4715,grafana,6.36,535,0
1785517919.313055,9767,Utility Process,16.53,800,0
1785517919.313055,9342,RDD Process,41.36,971,0
1785517919.313055,5293,pipewire-pulse,12.04,1418,0
1785517919.313055,82,kworker/2:1-i915-unordered,2.76,0,0
1785517919.313055,11561,python3,2.71,39,0
1785517919.313055,5674,gnome-shell,3.39,245,0
1785517919.313055,8507,gnome-terminal-,3.02,39,0
1785517919.313055,5463,Xorg,14.49,680,0
1785517919.313055,15,rcu_preempt,2.69,0,0
1785517919.313055,10149,Isolated Web Co,20.13,1598,0
1785517919.313055,9103,firefox,173.85,10140,2
1785517919.313055,11590,java,102.22,582,6
1785517919.313055,11181,Isolated Web Co,93.27,4701,21
1785517919.313055,9322,Privileged Cont,15.97,163,4
